area-name,duoarea,period,process,process-name,product,product-name,series,series-description,units,value
PADD 1,R10,2017-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,42741.6
PADD 1C,R1Z,2017-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22075.7
PADD 1B,R1Y,2017-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15604.2
PADD 1C,R1Z,2017-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23769.4
PADD 1,R10,2017-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,45262.8
PADD 1B,R1Y,2017-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15980.3
PADD 1A,R1X,2017-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,5513.1
PADD 1,R10,2017-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,49574.1
PADD 1C,R1Z,2017-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23096.9
PADD 1A,R1X,2017-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,8142.7
PADD 1B,R1Y,2017-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,18334.5
PADD 1B,R1Y,2017-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21401.8
PADD 1A,R1X,2017-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,11456
PADD 1C,R1Z,2017-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21467.8
PADD 1,R10,2017-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,54325.6
PADD 1,R10,2018-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,65986.1
PADD 1A,R1X,2018-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,13982.2
PADD 1B,R1Y,2018-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,27089.7
PADD 1C,R1Z,2018-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,24914.2
PADD 1,R10,2018-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,54260.8
PADD 1C,R1Z,2018-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22502.7
PADD 1B,R1Y,2018-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21174
PADD 1A,R1X,2018-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,10584.1
PADD 1,R10,2018-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,52056.4
PADD 1A,R1X,2018-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,9141.3
PADD 1C,R1Z,2018-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23756.9
PADD 1B,R1Y,2018-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,19158.2
PADD 1,R10,2018-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,48303.3
PADD 1B,R1Y,2018-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,18206.6
PADD 1A,R1X,2018-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,7405.2
PADD 1C,R1Z,2018-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22691.5
PADD 1B,R1Y,2018-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15447.8
PADD 1C,R1Z,2018-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23407.2
PADD 1,R10,2018-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,44138.8
PADD 1A,R1X,2018-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,5283.9
PADD 1C,R1Z,2018-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22994.8
PADD 1B,R1Y,2018-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15390.2
PADD 1A,R1X,2018-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4937.4
PADD 1,R10,2018-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,43322.4
PADD 1C,R1Z,2018-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22179.3
PADD 1B,R1Y,2018-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,14555
PADD 1A,R1X,2018-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4194.7
PADD 1,R10,2018-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,40929
PADD 1,R10,2018-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,43487.1
PADD 1C,R1Z,2018-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23344
PADD 1B,R1Y,2018-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15480.1
PADD 1A,R1X,2018-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4663.1
PADD 1B,R1Y,2018-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15543.6
PADD 1A,R1X,2018-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,5129
PADD 1C,R1Z,2018-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22114.2
PADD 1,R10,2018-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,42786.7
PADD 1B,R1Y,2018-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,18078.8
PADD 1,R10,2018-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,49839
PADD 1C,R1Z,2018-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,24783.3
PADD 1A,R1X,2018-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,6976.9
PADD 1,R10,2018-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,52651.2
PADD 1C,R1Z,2018-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23455.3
PADD 1B,R1Y,2018-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20078.5
PADD 1A,R1X,2018-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,9117.3
PADD 1,R10,2018-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,53607.5
PADD 1A,R1X,2018-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,10516
PADD 1C,R1Z,2018-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21870.8
PADD 1B,R1Y,2018-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21220.7
PADD 1B,R1Y,2019-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23906.3
PADD 1C,R1Z,2019-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23245.4
PADD 1,R10,2019-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,59213.7
PADD 1A,R1X,2019-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,12062
PADD 1,R10,2019-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,57371
PADD 1C,R1Z,2019-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22936.4
PADD 1B,R1Y,2019-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23195.4
PADD 1A,R1X,2019-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,11239.2
PADD 1,R10,2019-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,51839.9
PADD 1C,R1Z,2019-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22243.5
PADD 1A,R1X,2019-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,9523.5
PADD 1B,R1Y,2019-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20073
PADD 1,R10,2019-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,45974.7
PADD 1C,R1Z,2019-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23507
PADD 1B,R1Y,2019-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15754.3
PADD 1A,R1X,2019-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,6713.3
PADD 1,R10,2019-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,44302.5
PADD 1B,R1Y,2019-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15365.9
PADD 1C,R1Z,2019-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23404.2
PADD 1A,R1X,2019-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,5532.4
PADD 1B,R1Y,2019-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,14428.2
PADD 1C,R1Z,2019-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22515.9
PADD 1,R10,2019-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,41529.2
PADD 1A,R1X,2019-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4585.2
PADD 1B,R1Y,2019-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,14934.9
PADD 1C,R1Z,2019-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22428.6
PADD 1,R10,2019-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,41983.4
PADD 1A,R1X,2019-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4619.9
PADD 1,R10,2019-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,43049.5
PADD 1C,R1Z,2019-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23107.9
PADD 1B,R1Y,2019-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15247.1
PADD 1A,R1X,2019-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4694.4
PADD 1B,R1Y,2019-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15860.5
PADD 1C,R1Z,2019-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21605.8
PADD 1,R10,2019-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,42925.5
PADD 1A,R1X,2019-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,5459.2
PADD 1,R10,2019-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,49139
PADD 1C,R1Z,2019-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,24638.5
PADD 1B,R1Y,2019-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,18122
PADD 1A,R1X,2019-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,6378.5
PADD 1,R10,2019-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,53049.2
PADD 1C,R1Z,2019-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,24157.9
PADD 1A,R1X,2019-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,8589.1
PADD 1B,R1Y,2019-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20302.2
PADD 1,R10,2019-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,53866.1
PADD 1B,R1Y,2019-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21498.1
PADD 1C,R1Z,2019-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21903.1
PADD 1A,R1X,2019-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,10465
PADD 1,R10,2020-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,56626.5
PADD 1C,R1Z,2020-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23526.1
PADD 1B,R1Y,2020-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22331.2
PADD 1A,R1X,2020-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,10769.2
PADD 1,R10,2020-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,54034.7
PADD 1C,R1Z,2020-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23126.3
PADD 1A,R1X,2020-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,9889.5
PADD 1B,R1Y,2020-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21018.9
PADD 1,R10,2020-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,51892.4
PADD 1B,R1Y,2020-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,19301.6
PADD 1C,R1Z,2020-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,24090.6
PADD 1A,R1X,2020-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,8500.2
